"","ts_code","trade_date","close","open","high","low","pre_close","change","pct_chg","vol","amount"
"424","000001.SH",2018-03-06,3289.6419,3266.4868,3290.2534,3243.654,3256.9263,32.7156,1.0045,195358046,224381789.5
"425","000001.SH",2018-03-05,3256.9263,3255.8713,3269.3999,3236.7172,3254.5283,2.398,0.0737,144835988,174148634.5
"426","000001.SH",2018-03-02,3254.5283,3248.4464,3269.9377,3242.2669,3273.7549,-19.2266,-0.5873,150861063,178602991.9
"427","000001.SH",2018-03-01,3273.7549,3235.0887,3280.1491,3228.5848,3259.408,14.3469,0.4402,159098320,185277782
"428","000001.SH",2018-02-28,3259.408,3264.0585,3277.8324,3239.8438,3292.0679,-32.6599,-0.9921,151043536,180233815.2
"429","000001.SH",2018-02-27,3292.0679,3328.6719,3328.6719,3284.6293,3329.5737,-37.5058,-1.1264,174219368,204394381.5
"430","000001.SH",2018-02-26,3329.5737,3307.295,3335.9856,3281.615,3289.0241,40.5496,1.2329,188568602,213333034.9
"431","000001.SH",2018-02-23,3289.0241,3275.429,3294.1338,3258.4878,3268.5589,20.4652,0.6261,145790368,159502514.8
"432","000001.SH",2018-02-22,3268.5589,3237.5692,3269.9156,3234.1152,3199.1589,69.4,2.1693,138730445,157303882.5
"433","000001.SH",2018-02-14,3199.1589,3188.2475,3203.4967,3171.3836,3184.9587,14.2002,0.4459,100322827,114552203
"434","000001.SH",2018-02-13,3184.9587,3176.1066,3219.2169,3176.1066,3154.1254,30.8333,0.9776,151527597,172045207
"435","000001.SH",2018-02-12,3154.1254,3128.3709,3168.1258,3113.6054,3129.8508,24.2746,0.7756,153310831,171003182.2
"436","000001.SH",2018-02-09,3129.8508,3172.8509,3180.11,3062.7426,3262.0504,-132.1996,-4.0527,256389176,272095086.8
"437","000001.SH",2018-02-08,3262.0504,3281.0458,3307.1623,3225.7117,3309.2598,-47.2094,-1.4266,201262499,222348685.3
"438","000001.SH",2018-02-07,3309.2598,3412.7441,3425.5377,3304.007,3370.652,-61.3922,-1.8214,260939714,295264429.9
"439","000001.SH",2018-02-06,3370.652,3418.01,3440.124,3364.2163,3487.497,-116.845,-3.3504,280555477,318818541.8
"440","000001.SH",2018-02-05,3487.497,3411.6698,3487.7211,3406.2405,3462.0808,25.4162,0.7341,217673754,252198769.3
"441","000001.SH",2018-02-02,3462.0808,3419.2249,3463.1639,3388.8597,3446.9799,15.1009,0.4381,208120551,236278755.6
"442","000001.SH",2018-02-01,3446.9799,3478.6701,3495.0933,3424.4188,3480.8334,-33.8535,-0.9726,260504707,292882256.3
"443","000001.SH",2018-01-31,3480.8334,3470.5089,3495.4533,3454.7259,3488.009,-7.1756,-0.2057,207253403,242657958.6
"444","000001.SH",2018-01-30,3488.009,3511.5005,3523.0513,3484.6556,3523.0007,-34.9917,-0.9932,186369975,224681692.5
"445","000001.SH",2018-01-29,3523.0007,3563.64,3587.0323,3510.2689,3558.1288,-35.1281,-0.9873,236026965,285417004.4
"446","000001.SH",2018-01-26,3558.1288,3535.4931,3574.9048,3534.1952,3548.307,9.8218,0.2768,222698295,258149514.6
"447","000001.SH",2018-01-25,3548.307,3555.1677,3571.4805,3528.0349,3559.4653,-11.1583,-0.3135,243413422,287989535
"448","000001.SH",2018-01-24,3559.4653,3553.4787,3569.4891,3527.1119,3546.5048,12.9605,0.3654,252954496,307629217.1
"449","000001.SH",2018-01-23,3546.5048,3504.3439,3547.2222,3504.3439,3501.3622,45.1426,1.2893,238705904,282091889.3
"450","000001.SH",2018-01-22,3501.3622,3476.9939,3503.3857,3475.673,3487.864,13.4982,0.387,217487534,261295714.1
"451","000001.SH",2018-01-19,3487.864,3481.62,3498.4341,3474.2915,3474.754,13.11,0.3773,247536733,294189072.4
"452","000001.SH",2018-01-18,3474.754,3449.881,3476.546,3448.7885,3444.6713,30.0827,0.8733,220039555,267692640.5
"453","000001.SH",2018-01-17,3444.6713,3438.5762,3465.2049,3430.5114,3436.594,8.0773,0.235,261045030,316532678.9
"454","000001.SH",2018-01-16,3436.594,3403.4694,3437.5827,3401.9606,3410.4882,26.1058,0.7655,211475468,266578815.2
"455","000001.SH",2018-01-15,3410.4882,3428.9508,3442.5008,3402.312,3428.9407,-18.4525,-0.5381,232009283,286362732.9
"456","000001.SH",2018-01-12,3428.9407,3423.8793,3435.4239,3417.9802,3425.3449,3.5958,0.105,174063404,215961455.7
"457","000001.SH",2018-01-11,3425.3449,3415.585,3426.4829,3405.639,3421.8343,3.5106,0.1026,173812133,218414134.1
"458","000001.SH",2018-01-10,3421.8343,3414.1128,3430.2139,3398.8423,3413.8996,7.9347,0.2324,209094997,254515441.3
"459","000001.SH",2018-01-09,3413.8996,3406.1116,3417.2278,3403.5869,3409.4795,4.4201,0.1296,191488551,238249975.1
"460","000001.SH",2018-01-08,3409.4795,3391.5528,3412.7307,3384.5591,3391.7501,17.7294,0.5227,236165106,286213219.1
"461","000001.SH",2018-01-05,3391.7501,3386.464,3402.0694,3380.245,3385.7102,6.0399,0.1784,213060681,248187840.5
"462","000001.SH",2018-01-04,3385.7102,3371,3392.8264,3365.2954,3369.1084,16.6018,0.4928,206955288,243090768.7
"463","000001.SH",2018-01-03,3369.1084,3347.7428,3379.9152,3345.2887,3348.3259,20.7825,0.6207,213836149,258366523.2
"464","000001.SH",2018-01-02,3348.3259,3314.0307,3349.053,3314.0307,3307.1721,41.1538,1.2444,202278860,227788461.1
